#
# Results on Thu, 01 May 2025 17:42:07 GMT
# USER AGENT: Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/18.4 Safari/605.1.15
# Design number was non-random = 0
#
# Columns below this comment are as follows:
# 1. Results reception time.
# 2. MD5 hash of participant's IP address.
# 3. Controller name.
# 4. Order number of item.
# 5. Inner element number.
# 6. Label.
# 7. Latin Square Group.
# 8. PennElementType.
# 9. PennElementName.
# 10. Parameter.
# 11. Value.
# 12. EventTime.
# 13. Comments.
1746121327,dfe3d6b133b7cfee1281a49c9159895a,PennController,1,0,consent,NULL,PennController,0,_Trial_,Start,1746120851187,NULL
1746121327,dfe3d6b133b7cfee1281a49c9159895a,PennController,1,0,consent,NULL,Html,consent_form,prolific_id,65bfbd86a1ec730270fe8345,1746120862281,text input
1746121327,dfe3d6b133b7cfee1281a49c9159895a,PennController,1,0,consent,NULL,PennController,0,_Trial_,End,1746120862282,NULL
1746121327,dfe3d6b133b7cfee1281a49c9159895a,PennController,1,0,consent,NULL,Html,consent_form,consent,checked,1746120862282,checkbox
1746121327,dfe3d6b133b7cfee1281a49c9159895a,PennController,2,0,instruction-start,NULL,PennController,1,_Trial_,Start,1746120862284,NULL
1746121327,dfe3d6b133b7cfee1281a49c9159895a,PennController,2,0,instruction-start,NULL,PennController,1,_Trial_,End,1746120892664,NULL
1746121327,dfe3d6b133b7cfee1281a49c9159895a,PennController,3,0,instruction-gumball,NULL,PennController,2,_Trial_,Start,1746120892666,NULL
1746121327,dfe3d6b133b7cfee1281a49c9159895a,PennController,3,0,instruction-gumball,NULL,PennController,2,_Trial_,End,1746120901470,NULL
1746121327,dfe3d6b133b7cfee1281a49c9159895a,PennController,4,0,instruction-A-1,NULL,PennController,3,_Trial_,Start,1746120901471,NULL
1746121327,dfe3d6b133b7cfee1281a49c9159895a,PennController,4,0,instruction-A-1,NULL,PennController,3,_Trial_,End,1746120905143,NULL
1746121327,dfe3d6b133b7cfee1281a49c9159895a,PennController,5,0,check-A-1,NULL,Button,go-back,Click,NA,Never,NULL
1746121327,dfe3d6b133b7cfee1281a49c9159895a,PennController,5,0,check-A-1,NULL,PennController,4,_Trial_,Start,1746120905144,NULL
1746121327,dfe3d6b133b7cfee1281a49c9159895a,PennController,5,0,check-A-1,NULL,Button,proceed,Click,Click,1746120912744,NULL
1746121327,dfe3d6b133b7cfee1281a49c9159895a,PennController,5,0,check-A-1,NULL,PennController,4,_Trial_,End,1746120912745,NULL
1746121327,dfe3d6b133b7cfee1281a49c9159895a,PennController,6,0,instruction-slider-1,NULL,PennController,5,_Trial_,Start,1746120912746,NULL
1746121327,dfe3d6b133b7cfee1281a49c9159895a,PennController,6,0,instruction-slider-1,NULL,PennController,5,_Trial_,End,1746120917053,NULL
1746121327,dfe3d6b133b7cfee1281a49c9159895a,PennController,7,0,check-slider-1,NULL,PennController,6,_Trial_,Start,1746120917055,NULL
1746121327,dfe3d6b133b7cfee1281a49c9159895a,PennController,7,0,check-slider-1,NULL,PennController,6,_Trial_,End,1746120925285,NULL
1746121327,dfe3d6b133b7cfee1281a49c9159895a,PennController,6,0,instruction-slider-1,NULL,PennController,5,_Trial_,Start,1746120925286,NULL
1746121327,dfe3d6b133b7cfee1281a49c9159895a,PennController,6,0,instruction-slider-1,NULL,PennController,5,_Trial_,End,1746120945650,NULL
1746121327,dfe3d6b133b7cfee1281a49c9159895a,PennController,7,0,check-slider-1,NULL,PennController,6,_Trial_,Start,1746120945651,NULL
1746121327,dfe3d6b133b7cfee1281a49c9159895a,PennController,7,0,check-slider-1,NULL,Button,proceed,Click,Click,1746120946683,NULL
1746121327,dfe3d6b133b7cfee1281a49c9159895a,PennController,7,0,check-slider-1,NULL,PennController,6,_Trial_,End,1746120946684,NULL
1746121327,dfe3d6b133b7cfee1281a49c9159895a,PennController,8,0,practice-gumball-start,NULL,PennController,7,_Trial_,Start,1746120946685,NULL
1746121327,dfe3d6b133b7cfee1281a49c9159895a,PennController,8,0,practice-gumball-start,NULL,PennController,7,_Trial_,End,1746120949179,NULL
# 13. id.
# 14. group.
# 15. Comments.
1746121327,dfe3d6b133b7cfee1281a49c9159895a,PennController,9,0,practice-gumball,NULL,PennController,22,_Trial_,Start,1746120949180,g_p1,a,NULL
1746121327,dfe3d6b133b7cfee1281a49c9159895a,PennController,9,0,practice-gumball,NULL,Scale,slider-1,Default,0,1746120949183,g_p1,a,slider
1746121327,dfe3d6b133b7cfee1281a49c9159895a,PennController,9,0,practice-gumball,NULL,Scale,slider-3,Default,0,1746120949184,g_p1,a,slider
1746121327,dfe3d6b133b7cfee1281a49c9159895a,PennController,9,0,practice-gumball,NULL,Scale,slider-2,Choice,100,1746120960814,g_p1,a,523
1746121327,dfe3d6b133b7cfee1281a49c9159895a,PennController,9,0,practice-gumball,NULL,PennController,22,_Trial_,End,1746120962357,g_p1,a,NULL
1746121327,dfe3d6b133b7cfee1281a49c9159895a,PennController,10,0,practice-gumball,NULL,PennController,23,_Trial_,Start,1746120962358,g_p9,a,NULL
1746121327,dfe3d6b133b7cfee1281a49c9159895a,PennController,10,0,practice-gumball,NULL,Scale,slider-3,Default,0,1746120962359,g_p9,a,slider
1746121327,dfe3d6b133b7cfee1281a49c9159895a,PennController,10,0,practice-gumball,NULL,Scale,slider-1,Choice,100,1746120966615,g_p9,a,334
1746121327,dfe3d6b133b7cfee1281a49c9159895a,PennController,10,0,practice-gumball,NULL,Scale,slider-2,Choice,100,1746120968114,g_p9,a,390
1746121327,dfe3d6b133b7cfee1281a49c9159895a,PennController,10,0,practice-gumball,NULL,PennController,23,_Trial_,End,1746120969110,g_p9,a,NULL
1746121327,dfe3d6b133b7cfee1281a49c9159895a,PennController,11,0,practice-gumball,NULL,PennController,24,_Trial_,Start,1746120969111,g_p9,a,NULL
1746121327,dfe3d6b133b7cfee1281a49c9159895a,PennController,11,0,practice-gumball,NULL,Selector,selection,Selection,correct,1746120971711,g_p9,a,correct;incorrect
1746121327,dfe3d6b133b7cfee1281a49c9159895a,PennController,11,0,practice-gumball,NULL,PennController,24,_Trial_,End,1746120973407,g_p9,a,NULL
# 13. Comments.
1746121327,dfe3d6b133b7cfee1281a49c9159895a,PennController,12,0,practice-gumball-end,NULL,PennController,8,_Trial_,Start,1746120973408,NULL
1746121327,dfe3d6b133b7cfee1281a49c9159895a,PennController,12,0,practice-gumball-end,NULL,PennController,8,_Trial_,End,1746120974547,NULL
# 13. id.
# 14. group.
# 15. Comments.
1746121327,dfe3d6b133b7cfee1281a49c9159895a,PennController,13,0,trials-gumball,NULL,PennController,25,_Trial_,Start,1746120974548,g_p8,a,NULL
1746121327,dfe3d6b133b7cfee1281a49c9159895a,PennController,13,0,trials-gumball,NULL,Scale,slider-3,Default,0,1746120974549,g_p8,a,slider
1746121327,dfe3d6b133b7cfee1281a49c9159895a,PennController,13,0,trials-gumball,NULL,Scale,slider-1,Choice,100,1746120995195,g_p8,a,1506
1746121327,dfe3d6b133b7cfee1281a49c9159895a,PennController,13,0,trials-gumball,NULL,Scale,slider-2,Choice,100,1746120996443,g_p8,a,256
1746121327,dfe3d6b133b7cfee1281a49c9159895a,PennController,13,0,trials-gumball,NULL,PennController,25,_Trial_,End,1746120997620,g_p8,a,NULL
1746121327,dfe3d6b133b7cfee1281a49c9159895a,PennController,14,0,trials-gumball,NULL,PennController,26,_Trial_,Start,1746120997621,g_p2,a,NULL
1746121327,dfe3d6b133b7cfee1281a49c9159895a,PennController,14,0,trials-gumball,NULL,Scale,slider-3,Default,0,1746120997622,g_p2,a,slider
1746121327,dfe3d6b133b7cfee1281a49c9159895a,PennController,14,0,trials-gumball,NULL,Scale,slider-1,Default,0,1746120997622,g_p2,a,slider
1746121327,dfe3d6b133b7cfee1281a49c9159895a,PennController,14,0,trials-gumball,NULL,Scale,slider-2,Choice,100,1746121001793,g_p2,a,191
1746121327,dfe3d6b133b7cfee1281a49c9159895a,PennController,14,0,trials-gumball,NULL,PennController,26,_Trial_,End,1746121003080,g_p2,a,NULL
1746121327,dfe3d6b133b7cfee1281a49c9159895a,PennController,15,0,trials-gumball,NULL,PennController,27,_Trial_,Start,1746121003082,g_p6,a,NULL
